code,codeseq,desc,gen_desc,acc_code
"149","07"," MP Rt"," Other operations on retina, choroid, and posterior chamber"," ",
"149","08"," MP/LE"," Other operations on retina, choroid, and posterior chamber"," ",
"149","09"," MP/RE"," Other operations on retina, choroid, and posterior chamber"," ",
"149","10"," MP/Re"," Other operations on retina, choroid, and posterior chamber"," ",
"149","11"," Membrance pelling"," Other operations on retina, choroid, and posterior chamber"," ",
"149","12"," Membrane peeling"," Other operations on retina, choroid, and posterior chamber"," ",
"149","13"," Retinopexy"," Other operations on retina, choroid, and posterior chamber"," ",
"149","14"," SRF drainage"," Other operations on retina, choroid, and posterior chamber"," ",
"149","15"," Suprachoroidal drainage"," Other operations on retina, choroid, and posterior chamber"," ",
"149","16"," Suprachoroidal drainage (SCD)"," Other operations on retina, choroid, and posterior chamber"," ",
"149","17"," Suprachoroidal drainage RE"," Other operations on retina, choroid, and posterior chamber"," ",
"149","18"," Suprachoroidal drainage Lt"," Other operations on retina, choroid, and posterior chamber"," ",
"149","19"," Suprachoroidal drainage Rt"," Other operations on retina, choroid, and posterior chamber"," ",
"149","20"," SRF drainage RE"," Other operations on retina, choroid, and posterior chamber"," ",
"149","21"," MP LE"," Other operations on retina, choroid, and posterior chamber"," ",
"150","00",""," Diagnostic procedures on extraocular muscles or tendons","*",
"1501","01"," Biopsy LR Muscle Le/La"," Biopsy of extraocular muscle or tendon"," ",
"1509","00",""," Other diagnostic procedures on extraocular muscles and tendons"," ",
"151","00",""," Operations on one extraocular muscle involving temporary detachment from globe","*",
"1511","00",""," Recession of one extraocular muscle"," ",
"1512","00",""," Advancement of one extraocular muscle"," ",
"1513","01"," Myectomy/RE"," Resection of one extraocular muscle"," ",
"1513","02"," RSO Myectomy"," Resection of one extraocular muscle"," ",
"1519","00",""," Other operations on one extraocular muscle involving temporary detachment from globe"," ",
"152","00",""," Other operations on one extraocular muscle","*",
"1521","01"," Lengthening eye muscle"," Lengthening procedure on one extraocular muscle"," ",
"1522","00",""," Shortening procedure on one extraocular muscle"," ",
"1529","00",""," Op on 1 extraoc musc NEC"," ",
"153","01"," BIR recession Muscle operation-more than 2 muscles"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","02"," BLR"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","03"," BLR recesion"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","04"," BLR recess 5 mm."," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","05"," BLR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","06"," BLR resection"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","07"," BLRR"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","08"," BMR"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","09"," BMR Recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","10"," BMR Resection"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","11"," BMR recesion"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","12"," BMR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","13"," BMR recession/GA"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","14"," BMR recestion"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","15"," BMRR"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","16"," BSR Recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","17"," BSR recesion"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","18"," BSR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","19"," BSRR (Both Superior Rectus Recession)"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","20"," Janzen operattion"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","21"," Jenzen's operation"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","22"," LIO"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","23"," LIO recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","24"," LIR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","25"," LLR"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","26"," LLR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","27"," LLR resection"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","28"," LLR with LMR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","29"," LMR"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","30"," LMR Reposition"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","31"," LMR hanging operation"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","32"," LMR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","33"," LMR resection"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","34"," LR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","35"," LR resecssion"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","36"," LSR"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","37"," LSR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","38"," LSR,LLR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","39"," LT Recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","40"," MR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","41"," PMR resection"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","42"," RIO recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","43"," RIR recession thyroid"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","44"," RLR recess"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","45"," RLR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","46"," RLR resection"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","47"," RLR,LMR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","48"," RMR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","49"," RSR recesion/RE"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","50"," RT MR recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","51"," Recession eye muscle"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","52"," Recession eye musle"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","53"," Rechi-muscle-recession"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"153","54"," BLR resection BE"," Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"," ",
"154","00",""," Other operations on two or more extraocular muscles, one or both eyes"," ",
"155","01"," LIO anteriorization"," Transposition of extraocular muscles"," ",
"155","02"," Transposition of LIR,LSR"," Transposition of extraocular muscles"," ",
"155","03"," Transposition of Lt lid"," Transposition of extraocular muscles"," ",
"155","04"," BIO anterorization"," Transposition of extraocular muscles"," ",
"156","00",""," Revision of extraocular muscle surgery"," ",
"157","01"," Adjustable suture eye muscle"," Repair of injury of extraocular muscle"," ",
"157","02"," Lysis membrane LE/LA"," Repair of injury of extraocular muscle"," ",
"159","01"," Kestenbaum operation"," Other operations on extraocular muscles and tendons"," ",
"160","00",""," Orbitotomy","*",
"1601","01"," Kroenlein 's operation"," Orbitotomy with bone flap"," ",
"1601","02"," Kroenlein operation"," Orbitotomy with bone flap"," ",
"1601","03"," Kroenlein's operation"," Orbitotomy with bone flap"," ",
"1601","04"," Kroenlein's operation with anterior orbitotomy"," Orbitotomy with bone flap"," ",
"1601","05"," Lateral orbitotomy"," Orbitotomy with bone flap"," ",
"1601","06"," Osteotomy orbit C rib graft"," Orbitotomy with bone flap"," ",
"1602","01"," Insert orbital floor implant Lt enophthalmos"," Orbitotomy with insertion of orbital implant"," ",
"1602","02"," Insert silastic sheet c Silicone block LE"," Orbitotomy with insertion of orbital implant"," ",
"1609","01"," Endoscopic orbital decompression RE"," Other orbitotomy"," ",
"1609","02"," Explore orbit"," Other orbitotomy"," ",
"1609","03"," Explore orbit/LE"," Other orbitotomy"," ",
"1609","04"," I&C abscess orbit"," Other orbitotomy"," ",
"1609","05"," I&C orbit abscess"," Other orbitotomy"," ",
"1609","06"," I&D abscess orbit"," Other orbitotomy"," ",
"1609","07"," Lt orbit expansion lateral wall decompression"," Other orbitotomy"," ",
"1609","08"," Lt orbital decompression"," Other orbitotomy"," ",
"1609","09"," Optic sheath decompression"," Other orbitotomy"," ",
"1609","10"," Orbital decompression"," Other orbitotomy"," ",
"1609","11"," Orbital decompression BE"," Other orbitotomy"," ",
"1609","12"," Orbital decompression Lt"," Other orbitotomy"," ",
"161","00",""," Removal of penetrating foreign body from eye, not otherwise specified"," ",
"162","00",""," Diagnostic procedures on orbit and eyeball","*",
"1621","00",""," Ophthalmoscopy"," ",
"1622","00",""," Diagnostic aspiration of orbit"," ",
"1623","01"," Biopsy eye"," Biopsy of eyeball and orbit"," ",
"1623","02"," Biopsy eyeball"," Biopsy of eyeball and orbit"," ",
"1623","03"," Endoscope biopsy orbital"," Biopsy of eyeball and orbit"," ",
"1623","04"," Fine needle Biopsy RE"," Biopsy of eyeball and orbit"," ",
"1623","05"," Incisional BX eyeball"," Biopsy of eyeball and orbit"," ",
"1623","06"," Orbital biopsy"," Biopsy of eyeball and orbit"," ",
"1623","07"," Orbital bx Lt"," Biopsy of eyeball and orbit"," ",
"1623","08"," Tissue bx orbital"," Biopsy of eyeball and orbit"," ",
"1623","09"," Incision biopsy orbit"," Biopsy of eyeball and orbit"," ",
"1629","00",""," Other diagnostic procedures on orbit and eyeball"," ",
"163","00",""," Evisceration of eyeball","*",
"1631","01"," Evisceration"," Removal of ocular contents with synchronous implant into scleral shell"," ",
"1631","02"," Evisceration LE"," Removal of ocular contents with synchronous implant into scleral shell"," ",
"1631","03"," Evisceration LE/LA eye ball"," Removal of ocular contents with synchronous implant into scleral shell"," ",
"1631","04"," Evisceration Lt"," Removal of ocular contents with synchronous implant into scleral shell"," ",
"1631","05"," Evisceration RE"," Removal of ocular contents with synchronous implant into scleral shell"," ",
"1631","06"," Evisceration RE corneal"," Removal of ocular contents with synchronous implant into scleral shell"," ",
"1631","07"," Evisceration eyeball"," Removal of ocular contents with synchronous implant into scleral shell"," ",
"1631","08"," Evisceration/RE"," Removal of ocular contents with synchronous implant into scleral shell"," ",
"1639","01"," Remove membrane LE/GA"," Other evisceration of eyeball"," ",
"164","00",""," Enucleation of eyeball","*",
"1641","00",""," Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles"," ",
"1642","00",""," Enucleation of eyeball with other synchronous implant"," ",
"1649","01"," Eneucleation"," Other enucleation of eyeball"," ",
"1649","02"," Enucleation"," Other enucleation of eyeball"," ",
"1649","03"," Enucleation /RE"," Other enucleation of eyeball"," ",
"1649","04"," Enucleation BE"," Other enucleation of eyeball"," ",
"1649","05"," Enucleation Lt"," Other enucleation of eyeball"," ",
"1649","06"," Enucleation RE"," Other enucleation of eyeball"," ",
"1649","07"," Enucleation Re"," Other enucleation of eyeball"," ",
"1649","08"," Enucleation Rt"," Other enucleation of eyeball"," ",
"1649","09"," Enucleation eye"," Other enucleation of eyeball"," ",
"1649","10"," Enucleation eyeball"," Other enucleation of eyeball"," ",
"1649","11"," Enucleation lt eye"," Other enucleation of eyeball"," ",
"1649","12"," Enucleation lt+rt"," Other enucleation of eyeball"," ",
"1649","13"," Enucleation/LE"," Other enucleation of eyeball"," ",
"1649","14"," Enucleation/RE"," Other enucleation of eyeball"," ",
"1649","15"," Enucreation RE"," Other enucleation of eyeball"," ",
"1649","16"," Excision"," Other enucleation of eyeball"," ",
"1649","17"," Inclusion cyst excision"," Other enucleation of eyeball"," ",
"1649","18"," RT eye enucleation"," Other enucleation of eyeball"," ",
"165","00",""," Exenteration of orbital contents","*",
"1651","00",""," Exenteration of orbit with removal of adjacent structures"," ",
"1652","00",""," Exenteration of orbit with therapeutic removal of orbital bone"," ",
"1659","01"," Fronto orbital advancement"," Other exenteration of orbit"," ",
"1659","02"," Exenteration orbit"," Other exenteration of orbit"," ",
"1659","03"," Orbital exenteration"," Other exenteration of orbit"," ",
"166","00",""," Secondary procedures after removal of eyeball","*",
"1661","01"," Implantation glassball"," Secondary insertion of ocular implant"," ",
"1661","02"," Insert glass ball"," Secondary insertion of ocular implant"," ",
"1662","01"," Revised seton Rt"," Revision and reinsertion of ocular implant"," ",
"1663","01"," Bone graft orbit"," Revision of enucleation socket with graft"," ",
"1663","02"," Calvarial bone graft augmentation orbit"," Revision of enucleation socket with graft"," ",
"1663","03"," Calvarial bone graft orbit"," Revision of enucleation socket with graft"," ",
"1663","04"," Contouring at 4 orbit with graft bone"," Revision of enucleation socket with graft"," ",
"1663","05"," Dermis fat graft enucleation socket"," Revision of enucleation socket with graft"," ",
"1663","06"," Graft orbit"," Revision of enucleation socket with graft"," ",
"1663","07"," Reform fornix"," Revision of enucleation socket with graft"," ",
"1663","08"," Reform fornix Lt post enucleation"," Revision of enucleation socket with graft"," ",
"1663","09"," Reform fornix post enucleation"," Revision of enucleation socket with graft"," ",
"1663","10"," Reformed fornix C Amniotic graft"," Revision of enucleation socket with graft"," ",
"1663","11"," Dermis fat graft Rt enucleation socket"," Revision of enucleation socket with graft"," ",
"1663","12"," Reform fornix C amniotic graft conjunctiva"," Revision of enucleation socket with graft"," ",
"1664","01"," Eye socket fornix Lt"," Other revision of enucleation socket"," ",
"1664","02"," Reform fornix"," Other revision of enucleation socket"," ",
"1664","03"," Reform fornix Rt"," Other revision of enucleation socket"," ",
"1664","04"," Reformed fornix"," Other revision of enucleation socket"," ",
"1664","05"," Rt eye socket reconstruction"," Other revision of enucleation socket"," ",
"1665","00",""," Secondary graft to exenteration cavity"," ",
"1666","00",""," Other revision of exenteration cavity"," ",
"1669","00",""," Other secondary procedures after removal of eyeball"," ",
"167","00",""," Removal of ocular or orbital implant","*",
"1671","00",""," Removal of ocular implant"," ",
"1672","01"," Remove seton tube"," Removal of orbital implant"," ",
"1672","02"," Remove silicone block orbit"," Removal of orbital implant"," ",
"168","00",""," Repair of injury of eyeball and orbit","*",
"1681","00",""," Repair of wound of orbit"," ",
"1682","01"," Repair wound"," Repair of rupture of eyeball"," ",
"1682","02"," Repaired globe ruptured"," Repair of rupture of eyeball"," ",
"1682","03"," 1degree repair globe RE"," Repair of rupture of eyeball"," ",
"1682","04"," Repair rupture globe"," Repair of rupture of eyeball"," ",
"1682","05"," Repair of globe RE (rupture)"," Repair of rupture of eyeball"," ",
"1682","06"," Repair wound LE rupture"," Repair of rupture of eyeball"," ",
"1689","01"," Correction orbit"," Other repair of injury of eyeball or orbit"," ",
"1689","02"," Enophthalmos correction"," Other repair of injury of eyeball or orbit"," ",
"1689","03"," Fronto-orbital-advancement"," Other repair of injury of eyeball or orbit"," ",
"1689","04"," Orbital reconstruction"," Other repair of injury of eyeball or orbit"," ",
"1689","05"," Orbital translocation"," Other repair of injury of eyeball or orbit"," ",
"1689","06"," Reconstruction orbit"," Other repair of injury of eyeball or orbit"," ",
"1689","07"," Repair Rt orbit floor"," Other repair of injury of eyeball or orbit"," ",
"1689","08"," Repair floor of Rt orbit"," Other repair of injury of eyeball or orbit"," ",
"1689","09"," Explor orbit C rib graft orbital injury"," Other repair of injury of eyeball or orbit"," ",
"169","00",""," Other operations on orbit and eyeball","*",
"1691","00",""," Retrobulbar injection of therapeutic agent"," ",
"1692","01"," Bilateral orbital expansive with retrobulbla remov"," Excision of lesion of orbit"," ",
"1692","02"," Craniectomy remove tumor orbital"," Excision of lesion of orbit"," ",
"1692","03"," Excision tumor orbit"," Excision of lesion of orbit"," ",
"1692","04"," Remove tumor orbit"," Excision of lesion of orbit"," ",
"1692","05"," Tumor remove lt orbit"," Excision of lesion of orbit"," ",
"1692","06"," Excision (orbital)"," Excision of lesion of orbit"," ",
"1693","01"," Endoscopic marsupialization eye"," Excision of lesion of eye, unspecified structure"," ",
"1693","02"," Excision"," Excision of lesion of eye, unspecified structure"," ",
"1693","03"," Laser coagulation"," Excision of lesion of eye, unspecified structure"," ",
"1693","04"," Lt orbital expansion with retrobulbar fat remove"," Excision of lesion of eye, unspecified structure"," ",
"1693","05"," Excision cyst eyeball"," Excision of lesion of eye, unspecified structure"," ",
"1698","01"," Contouring (incision) orbit"," Other operations on orbit"," ",
"1698","02"," Operation RT orbit"," Other operations on orbit"," ",
"1699","01"," Indirect photocoagulation RT"," Other operations on eyeball"," ",
"1699","02"," Limbal stem cell"," Other operations on eyeball"," ",
"1711","00",""," Laparoscopic repair of direct inguinal hernia with graft or prosthesis"," ",
"1712","00",""," Laparoscopic repair of indirect inguinal hernia with graft or prosthesis"," ",
"1713","00",""," Laparoscopic repair of inguinal hernia with graft or prosthesis, not otherwise specified"," ",
"1721","00",""," Laparoscopic bilateral repair of direct inguinal hernia with graft or prosthesis"," ",
"1722","00",""," Laparoscopic bilateral repair of indirect inguinal hernia with graft or prosthesis"," ",
"1723","00",""," Laparoscopic bilateral repair of inguinal hernia, one direct and one indirect, withgraft or prosthe"," ",
"1724","00",""," Laparoscopic bilateral repair of inguinal hernia with graft or prosthesis, not otherwise specified"," ",
"1731","00",""," Laparoscopic multiple segmental resection of large intestine"," ",
"1732","00",""," Laparoscopic cecectomy"," ",
"1733","00",""," Laparoscopic right hemicolectomy"," ",
"1734","00",""," Laparoscopic resection of transverse colon"," ",
"1735","00",""," Laparoscopic left hemicolectomy"," ",
"1736","00",""," Laparoscopic sigmoidectomy"," ",
"1739","00",""," Other laparoscopic partial excision of large intestine"," ",
"1741","00",""," Open robotic assisted procedure"," ",
"1742","00",""," Laparoscopic robotic assisted procedure"," ",
"1743","00",""," Percutaneous robotic assisted procedure"," ",
"1744","00",""," Endoscopic robotic assisted procedure"," ",
"1745","00",""," Thoracoscopic robotic assisted procedure"," ",
"1749","00",""," Other and unspecified robotic assisted procedure"," ",
"1751","00",""," Implantation of rechargeable cardiac contractility modulation [CCM], total system"," ",
"1752","00",""," Implantation or replacement of cardiac contractility modulation [CCM] rechargeable pulse"," ",
"1761","00",""," Laser interstitial thermal therapy [LITT] of lesion or tissue of brain under guidance"," ",
"1762","00",""," Laser interstitial thermal therapy [LITT] of lesion or tissue of head and neck under guidance"," ",
"1763","00",""," Laser interstitial thermal therapy [LITT] of lesion or tissue of liver under guidance"," ",
"1769","00",""," Laser interstitial thermal therapy [LITT] of lesion or tissue of other and unspecified site under"," ",
"1770","00",""," Intravenous infusion of clofarabine"," ",
"180","00",""," Incision of external ear","*",
"1801","00",""," Piercing of ear lobe"," ",
"1802","01"," Explore external auditory canal"," Incision of external auditory canal"," ",
"1809","01"," I&D abscess preauricular"," Other incision of external ear"," ",
"1809","02"," I&D chondritis pinna"," Other incision of external ear"," ",
"1809","03"," I&D external ear"," Other incision of external ear"," ",
"1809","04"," I&D preauricular cyst"," Other incision of external ear"," ",
"1809","05"," I&D preauricular sinus"," Other incision of external ear"," ",
"1809","06"," I/D perichondritis"," Other incision of external ear"," ",
"181","00",""," Diagnostic procedures on external ear","*",
"1811","00",""," Otoscopy"," ",
"1812","01"," Excision biopsy pinna"," Biopsy of external ear"," ",
"1812","02"," Incision BX EAC"," Biopsy of external ear"," ",
"1812","03"," Incisional biopsy EAC"," Biopsy of external ear"," ",
"1812","04"," Panendoscope Bx ear canal"," Biopsy of external ear"," ",
"1819","00",""," Other diagnostic procedures on external ear"," ",
"182","00",""," Excision or destruction of lesion of external ear","*",
"1821","01"," Excision auricular cyst"," Excision of preauricular sinus"," ",
"1821","02"," Excision auricular sinus"," Excision of preauricular sinus"," ",
"1821","03"," Excision preauricular pit"," Excision of preauricular sinus"," ",
"1821","04"," Excision preauricular sinus"," Excision of preauricular sinus"," ",
"1821","05"," Excision preauricular sinus abscess"," Excision of preauricular sinus"," ",
"1829","01"," Excision EAC"," Excision or destruction of other lesion of external ear"," ",
"1829","02"," Excision both ear"," Excision or destruction of other lesion of external ear"," ",
"1829","03"," Excision skin tag periauricular"," Excision or destruction of other lesion of external ear"," ",
"1829","04"," Removal mass external auditory canal"," Excision or destruction of other lesion of external ear"," ",
"1829","05"," Kenacort injection external ear (hemangioma)"," Excision or destruction of other lesion of external ear"," ",
"1829","06"," Ligation Preauricular skin tag"," Excision or destruction of other lesion of external ear"," ",
"1829","07"," Ligation of Rt skin tag preauricular"," Excision or destruction of other lesion of external ear"," ",
"1829","08"," Ligation preauricular"," Excision or destruction of other lesion of external ear"," ",
"1829","09"," Ligation preauricular skin tag"," Excision or destruction of other lesion of external ear"," ",
"1829","10"," Ligation skin tag"," Excision or destruction of other lesion of external ear"," ",
"1829","11"," Ligation skin tag ear"," Excision or destruction of other lesion of external ear"," ",
"1829","12"," Preauricular skin tag ligation"," Excision or destruction of other lesion of external ear"," ",
"183","00",""," Other excision of external ear","*",
"1831","00",""," Radical excision of lesion of external ear"," ",
"1839","01"," Wide excision"," Excis external ear NEC"," ",
"184","01"," Suture wound ear"," Suture of laceration of external ear"," ",
"184","02"," Suture Rt ear"," Suture of laceration of external ear"," ",
"185","00",""," Surgical correction of prominent ear"," ",
"186","01"," Canaloplasty"," Reconstruction of external auditory canal"," ",
"186","02"," Canaloplasty Lt"," Reconstruction of external auditory canal"," ",
"186","03"," Canaloplasty/Be"," Reconstruction of external auditory canal"," ",
"186","04"," Canaoplasty EAC"," Reconstruction of external auditory canal"," ",
"186","05"," Lt canaloplasty ear"," Reconstruction of external auditory canal"," ",
"186","06"," Lt ear FTSG coverage"," Reconstruction of external auditory canal"," ",
"186","07"," Meatoplasty"," Reconstruction of external auditory canal"," ",
"186","08"," Revise canaloplasty"," Reconstruction of external auditory canal"," ",
"186","09"," Rt ear reconstruction with graft"," Reconstruction of external auditory canal"," ",
"186","10"," Skin canal plasty"," Reconstruction of external auditory canal"," ",
"186","11"," Ear canal reconstruction"," Reconstruction of external auditory canal"," ",
"187","00",""," Other plastic repair of external ear","*",
"1871","01"," 1st stage reconstruction ear"," Construction of auricle of ear"," ",
"1871","02"," 1st stage reconstruction with costal cartilage"," Construction of auricle of ear"," ",
"1871","03"," 2nd stage reconstruction"," Construction of auricle of ear"," ",
"1871","04"," Cartilagenous reconstruction microtia"," Construction of auricle of ear"," ",
"1871","05"," Concha recontruction"," Construction of auricle of ear"," ",
"1871","06"," Costal cartilage reconstruction"," Construction of auricle of ear"," ",
"1871","07"," Lobule transposition ear"," Construction of auricle of ear"," ",
"1871","08"," Lt helical rim reconstruction"," Construction of auricle of ear"," ",
"1871","09"," Lt pinna reconstruction C Costal catilage graft"," Construction of auricle of ear"," ",
"1871","10"," Lt.ear-reconstruction"," Construction of auricle of ear"," ",
"1871","11"," Microtia reconstruction"," Construction of auricle of ear"," ",
"1871","12"," Pinna reconstruction rt with ear skin graft"," Construction of auricle of ear"," ",
"1871","13"," Reconstruction C conchal cartilage graft auricular"," Construction of auricle of ear"," ",
"1871","14"," Reconstruction ear"," Construction of auricle of ear"," ",
"1871","15"," Reconstruction postauricular"," Construction of auricle of ear"," ",
"1871","16"," Reconstruction with tube flap ear"," Construction of auricle of ear"," ",
"1871","17"," Rt auricle set back,Lt ear transposition"," Construction of auricle of ear"," ",
"1871","18"," Rt pinna reconstruction"," Construction of auricle of ear"," ",
"1871","19"," Rt. Helical rim 3rd stage reconsturction"," Construction of auricle of ear"," ",
"1871","20"," Stage reconstruction ear"," Construction of auricle of ear"," ",
"1871","21"," Lt ear reconstruction"," Construction of auricle of ear"," ",
"1871","22"," 1st stage ear reconstruction"," Construction of auricle of ear"," ",
"1871","23"," Detaching the posterior auricular region"," Construction of auricle of ear"," ",
"1871","24"," Transposition ear lobule"," Construction of auricle of ear"," ",
"1871","25"," RT pinna reconstruction"," Construction of auricle of ear"," ",
"1871","26"," Ear reconstruction"," Construction of auricle of ear"," ",
"1871","27"," Recontruction ear"," Construction of auricle of ear"," ",
"1872","00",""," Reattachment of amputated ear"," ",
"1879","01"," Correction ear"," Other plastic repair of external ear"," ",
"1879","02"," Posterior auricular flap coverage"," Other plastic repair of external ear"," ",
"1879","03"," Retroauricular flap coverage"," Other plastic repair of external ear"," ",
"1879","04"," Otoplasty"," Other plastic repair of external ear"," ",
"1879","05"," Lt Otoplasty with skin graft"," Other plastic repair of external ear"," ",
"189","00",""," Other operations on external ear"," ",
"190","00",""," Stapes mobilization"," ",
"191","00",""," Stapedectomy","*",
"1911","00",""," Stapedectomy with incus replacement"," ",
"1919","01"," Lt stapedectomy"," Other stapedectomy"," ",
"1919","02"," RT stapedectomy"," Other stapedectomy"," ",
"1919","03"," Rt stapedectomy"," Other stapedectomy"," ",
"1919","04"," Stapedotomy"," Other stapedectomy"," ",
"1919","05"," Stapedectomy"," Other stapedectomy"," ",
"1919","06"," Lt Stapedectomy"," Other stapedectomy"," ",
"192","00",""," Revision of stapedectomy","*",
"1921","00",""," Revision of stapedectomy with incus replacement"," ",
"1929","00",""," Other revision of stapedectomy"," ",
"193","01"," Ossicular chian reconstruction"," Other operations on ossicular chain"," ",
"193","02"," T - plasty with ossicular reconstruction"," Other operations on ossicular chain"," ",
"193","03"," TORP reconstruction with ossiculoplasty"," Other operations on ossicular chain"," ",
"193","04"," Ossicular reconstruction"," Other operations on ossicular chain"," ",
"194","01"," Excision Lt T-plasty"," Myringoplasty"," ",
"194","02"," LT T - plasty"," Myringoplasty"," ",
"194","03"," LT T-Plasty"," Myringoplasty"," ",
"194","04"," LT T-plasty"," Myringoplasty"," ",
"194","05"," Lt Myringoplasty"," Myringoplasty"," ",
"194","06"," Lt T- plasty"," Myringoplasty"," ",
"194","07"," Lt T-Plasty"," Myringoplasty"," ",
"194","08"," Lt T-plasty"," Myringoplasty"," ",
"194","09"," Lt myringoplasty"," Myringoplasty"," ",
"194","10"," Lt plasty"," Myringoplasty"," ",
"194","11"," Lt-T-plasty"," Myringoplasty"," ",
"194","12"," Lt-plasty"," Myringoplasty"," ",
"194","13"," Lt. T-plasty"," Myringoplasty"," ",
"194","14"," Lt.T-plasty"," Myringoplasty"," ",
"194","15"," Myringoplasty"," Myringoplasty"," ",
"194","16"," RT Myringoplasty"," Myringoplasty"," ",
"194","17"," RT T - plasty"," Myringoplasty"," ",
"194","18"," RT T-plasty"," Myringoplasty"," ",
"194","19"," RT T-plasy"," Myringoplasty"," ",
"194","20"," RT myringoplasty"," Myringoplasty"," ",
"194","21"," Rt T- plasty"," Myringoplasty"," ",
"194","22"," Rt T-Plasty"," Myringoplasty"," ",
"194","23"," Rt T-plasty"," Myringoplasty"," ",
"194","24"," Rt myringoplasty"," Myringoplasty"," ",
"194","25"," Rt. T-plasty"," Myringoplasty"," ",
"194","26"," Rt.T-plasty"," Myringoplasty"," ",
"194","27"," T-Plasty"," Myringoplasty"," ",
