"Payer","Name","Coverage","Type","Province","ShortName","Project","GroupID","Customer"
"22682","เรือพระร่วงคลินิกเวชกรรม สาขา 3",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22684","ศิริพัฒน์คลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22686","นวมินทร์คลินิกเวชกรรม สาขารามอินทรา กม.8",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22687","คลินิกเวชกรรมวัดไผ่เขียว",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22690","สายไหมคลินิกเวชกรรม สาขาออเงิน",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22691","สุนทรีคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22693","มิตรชุมชนคลินิกเวชกรรม สาขาจันทรุเบกษา",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22694","มิตรชุมชนคลินิกเวชกรรม สาขารามอินทรา กม.2",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22695","สหคลินิกตลาดบัว",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22696","คลินิกเวชกรรมวิภาวดี 60",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22697","เกรียงศักดิ์คลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22704","โพธิ์สุวรรณคลินิกเวชกรรม สาขาถนนลาดปลาเค้า",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22705","โพธิ์สุวรรณคลินิกเวชกรรม สาขาบางเขน",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22706","พัฒนเวชคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22707","อินทัชเมดิแคร์คลินิกเวชกรรม สาขาบางเขน",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22708","ภานพคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22709","สายไหมคลินิกเวชกรรม สาขาตลาดวงศกร",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22734","โรงพยาบาลเขาชะเมา 80 พรรษา",,,"ระยอง","รพ.รัฐบาล",,,
"22736","คลินิกชุมชนอบอุ่นเคหะเทศบาลนครนครราชสีมา",,,"นครราชสีมา","คลินิกชุมชน ตจว.",,,
"22868","มิตรไมตรีคลินิกเวชกรรม(ลานทอง)",,,"นนทบุรี","คลินิกเวชกรรม",,,
"22879","เสนานิเวศน์คลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22880","พหลโยธิน 65 คลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22881","คลินิกเวชกรรมซอยสายหยุด",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22892","คลินิกเวชกรรมเยนเนอรัลธนินทร",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22911","สหคลินิกเกษมราษฎร์ สาขาคลองขวาง",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22966","พหลฯ 58 คลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22970","มิตรไมตรีคลินิกเวชกรรม(เจ้าพระยา),คลินิก",,,"นนทบุรี","คลินิกเวชกรรม",,,
"22971","มิตรไมตรีคลินิกเวชกรรม(ลานทอง),คลินิก",,,"นนทบุรี","คลินิกเวชกรรม",,,
"22974","สหคลินิกกล้วยน้ำไท  สาขาตลาดยิ่งเจริญ",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"22995","สหคลินิกเกษมราษฎร์  สาขาเสรีไทย",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"23125","โรงพยาบาลเบญจลักษ์",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"23213","ศูนย์บริการสาธารณสุขตำบลเขางู",,,"ราชบุรี","ศูนย์ ตจว.",,,
"23367","โรงพยาบาลชุมชนนาวัง",,,"หนองบัวลำภู","รพ.รัฐบาล",,,
"23429","สำนักวิชาวิทยาศาสตร์สุขภาพ ม.แม่ฟ้าหลวง",,,"เชียงราย","มหาวิทยาลัย",,,
"23436","คลินิกเวชกรรมเพชรบุรี 12",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"23437","คลินิกเวชกรรมทวิมาศ สาขารามคำแหง 40",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"23438","คลินิกเวชกรรมทวิมาศ สาขารามคำแหง 53",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"23439","งามเจริญคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"23550","ศูนย์บริการสาธารณสุขตำบลหัวทะเล",,,"นครราชสีมา","ศูนย์ ตจว.",,,
"23556","เจริญนครธนบุรีคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"23557","สี่แยกประเวศคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"23561","คลินิกเวชกรรมเมดิแคร์ สาขาบางแค",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
"23563","ศูนย์บริการสาธารณสุขชุมชน ขามสะแกแสง",,,"นครราชสีมา","ศูนย์ ตจว.",,,
"23569","สหคลินิกรัตนเวช",,,"ปทุมธานี","คลินิก ตจว.",,,
"23578","โรงพยาบาลแดนคง",,,"บุรีรัมย์","รพ.รัฐบาล",,,
"23736","วัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา",,,"เชียงใหม่","สหคลินิก",,,
"23763","มิตรไมตรีคลินิกเวชกรรม(บางกรวย)",,,"นนทบุรี","คลินิกเวชกรรม",,,
"23764","มิตรไมตรีคลินิกเวชกรรม(ดวงแก้ว)",,,"นนทบุรี","คลินิกเวชกรรม",,,
13757,"โรงพยาบาลเวชศาสตร์เขตร้อน มหิดล",,,"กรุงเทพมหานคร","รพ.รัฐบาล",,,
12243,"โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1",,,"กรุงเทพมหานคร","รพ.รัฐบาล",,,
12463,"สถานีกาชาดที่ 11 วิเศษนิยม",,,"กรุงเทพมหานคร","สถานีกาชาด",,,
11597,"สถาบันกัลยาณ์ราชนครินทร์",,,"กรุงเทพมหานคร","รพ.รัฐบาล",,,
12439,"สถาบันประสาทวิทยา",,,"กรุงเทพมหานคร","สถาบัน",,,
12250,"สถาบันมะเร็งแห่งชาติ",,,"กรุงเทพมหานคร","สถาบัน",,,
12249,"สถาบันโรคผิวหนัง",,,"กรุงเทพมหานคร","สถาบัน",,,
12438,"สถาบันสุขภาพเด็กแห่งชาติมหาราชินี",,,"กรุงเทพมหานคร","สถาบัน",,,
13758,"โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์",,,"ชลบุรี","รพ.รัฐบาล",,,
"50010","โรงพยาบาลสยาม",,,"กรุงเทพมหานคร","รพ.เอกชน",,,
11847,"โรงพยาบาลเอกชล",,,"ชลบุรี","รพ.เอกชน",,,
23207,"โรงพยาบาลเอกชล 2",,,"ชลบุรี","รพ.เอกชน",,,
11648,"โรงพยาบาลนครธน",,,"กรุงเทพมหานคร","รพ.เอกชน",,,
11607,"โรงพยาบาลเปาโล พหลโยธิน",,,"กรุงเทพมหานคร","รพ.เอกชน",,,
11721,"โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4",,,"กรุงเทพมหานคร","รพ.เอกชน",,,
"51530","บริษัทเอสซีจี แอคเค้าน์ติ้ง เซอร์วิสเซส จำกัด","SCG",3,"กรุงเทพมหานคร","SCG",,,
"51531","องค์การบริหารส่วนจังหวัดลำพูน","PUB",1,"ลำพูน","อบจ.",,,
11543,"โรงพยาบาลมิชชั่น",,,"กรุงเทพมหานคร","รพ.เอกชน",,,
11800,"โรงพยาบาลปทุมเวช",,,"ปทุมธานี","รพ.เอกชน",,,
14577,"โรงพยาบาลวิภาราม",,,"กรุงเทพมหานคร","รพ.เอกชน",,,
11855,"โรงพยาบาลพญาไทศรีราชา",,,"ชลบุรี","รพ.เอกชน",,,
"51532","องค์การบริหารส่วนตำบลบางด้วน","PUB",1,"สมุทรปราการ","อบต.",,,
"51533","องค์การบริหารส่วนตำบลหนองปรือ","PUB",1,"สมุทรปราการ","อบต.",,,
"51534","สำนักงานเทศบาลตำบลบ้านสิงห์","PUB",1,"ราชบุรี","เทศบาล",,,
11697,"โรงพยาบาลคามิลเลียน",,,"กรุงเทพมหานคร","รพ.เอกชน",,,
11676,"โรงพยาบาลยันฮี",,,"กรุงเทพมหานคร","รพ.เอกชน",,,
11669,"โรงพยาบาลราฎร์บูรณะ",,,"กรุงเทพมหานคร","รพ.เอกชน",,,
11729,"โรงพยาบาลลาดพร้าว",,,"กรุงเทพมหานคร","รพ.เอกชน",,,
21673,"โรงพยาบาลสายไหม",,,"กรุงเทพมหานคร","รพ.เอกชน",,,
22179,"โรงพยาบาลกรุงไทย",,,"นนทบุรี","รพ.เอกชน",,,
"50031","ศูนย์การแพทย์ ปัญญานันทภิกขุชลประทานฯ",,,"นนทบุรี","ศูนย์ ตจว.",,,
11789,"โรงพยาบาลแพทย์รังสิต",,,"ปทุมธานี","รพ.เอกชน",,,
15096,"โรงพยาบาลการุญเวช อยุธยา",,,"พระนครศรีอยุธยา","รพ.เอกชน",,,
11806,"โรงพยาบาลราชธานี",,,"พระนครศรีอยุธยา","รพ.เอกชน",,,
"51525","สำนักงานเทศบาลเมืองบึงยี่โถ","PUB",1,"ปทุมธานี","เทศบาล",,,
12159,"โรงพยาบาลเพชรรัชต์",,,"เพชรบุรี","รพ.เอกชน",,,
14961,"โรงพยาบาลเมืองเพชร-ธนบุรี",,,"เพชรบุรี","รพ.เอกชน",,,
12139,"โรงพยาบาลมหาชัย ",,,"สมุทรสาคร","รพ.เอกชน",,,
12143,"โรงพยาบาลมหาชัย 2",,,"สมุทรสาคร","รพ.เอกชน",,,
22615,"โรงพยาบาลเอกชัย",,,"สมุทรสาคร","รพ.เอกชน",,,
11761,"โรงพยาบาลเมืองสมุทร ปากน้ำ",,,"สมุทรปราการ","รพ.เอกชน",,,
11743,"โรงพยาบาลเปาโลเมโมเรียล สมุทรปราการ",,,"สมุทรปราการ","รพ.เอกชน",,,
14591,"โรงพยาบาลสำโรง",,,"สมุทรปราการ","รพ.เอกชน",,,
11772,"โรงพยาบาลบางนา 2",,,"สมุทรปราการ","รพ.เอกชน",,,
11982,"โรงพยาบาลลานนา",,,"เชียงใหม่","รพ.เอกชน",,,
12034,"โรงพยาบาลรัตนเวช",,,"นครสวรรค์","รพ.เอกชน",,,
12065,"โรงพยาบาลรวมแพทย์พิษณุโลก",,,"พิษณุโลก","รพ.เอกชน",,,
12078,"โรงพยาบาลเมืองเพชร",,,"เพชรบูรณ์","รพ.เอกชน",,,
12058,"โรงพยาบาลรวมแพทย์สุโขทัย",,,"สุโขทัย","รพ.เอกชน",,,
"51524","องค์การบริหารส่วนตำบลชานุวรรณ","PUB",1,"ร้อยเอ็ด","อบต.",,,
11854,"โรงพยาบาลวิภารามแหลมฉบัง",,,"ชลบุรี","รพ.เอกชน",,,
"50052","กองคลัง สำนักการศึกษา กรุงเทพมหานคร","PUB",1,"กรุงเทพมหานคร","กทม.",,,
11864,"โรงพยาบาลรวมแพทย์ระยอง",,,"ระยอง","รพ.เอกชน",,,
11888,"โรงพยาบาลเซ็นต์เมรี นครราชสีมา",,,"นครราชสีมา","รพ.เอกชน",,,
11968,"โรงพยาบาลรักษ์สกล",,,"สกลนคร","รพ.เอกชน",,,
12185,"โรงพยาบาลมิชชั่นภูเก็ต",,,"ภูเก็ต","รพ.เอกชน",,,
12222,"โรงพยาบาลราษฎร์ยินดี",,,"สงขลา","รพ.เอกชน",,,
"50058","สำนักงานประปาเพชรบูรณ์","SEP",3,"เพชรบูรณ์","กปภ.",,,
"50059","ศูนย์บริการสาธารณสุขชุมชน ศีรษะละเลิง",,,"นครราชสีมา","ศูนย์ ตจว.",,,
"50060","ศูนย์บริการสาธารณสุขชุมชน หนองปลิง",,,"นครราชสีมา","ศูนย์ ตจว.",,,
"50061","ศูนย์บริการสาธารณสุขชุมชน สำนักตะคร้อ",,,"นครราชสีมา","ศูนย์ ตจว.",,,
21484,"ศูนย์เวชปฏิบัติครอบครัวของรพ.พระนครศรีอยุธยา",,,"พระนครศรีอยุธยา","ศูนย์ ตจว.",,,
10762,"โรงพยาบาลธัญบุรี  ",,,"ปทุมธานี","รพ.รัฐบาล",,,
"51527","องค์การบริหารส่วนตำบลทัพราช","PUB",1,"สระแก้ว","อบต.",,,
"50066","โรงพยาบาลท่าพระ",,,"ขอนแก่น","รพ.รัฐบาล",,,
11457,"โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า",,,"เพชรบูรณ์","รพ.รัฐบาล",,,
11455,"โรงพยาบาลสมเด็จพระยุพราชนครไทย",,,"พิษณุโลก","รพ.รัฐบาล",,,
11765,"โรงพยาบาลจุฬารัตน์ 1",,,"สมุทรปราการ","รพ.เอกชน",,,
"50070","โรงพยาบาลจุฬารัตน์ 2(เอกชน)",,,"สมุทรปราการ","รพ.รัฐบาล",,,
11539,"โรงพยาบาลตากสิน  สำนักการแพทย์",,,"กรุงเทพมหานคร","รพ.รัฐบาล",,,
11785,"โรงพยาบาลแม่น้ำ",,,"นนทบุรี","รพ.เอกชน",,,
"51521","องค์การบริหารส่วนจังหวัดปราจีนบุรี","PUB",1,"ปราจีนบุรี","อบจ.",,,
"51526","บริษัท อินเตอร์เนชั่นเนล เอสโอเอส เซอร์วิส (ประเทศไทย)จำกัด(มหาชน)","SCG",3,"กรุงเทพมหานคร","SCG",,,
11471,"โรงพยาบาลสงฆ์   กรมการแพทย์",,,"กรุงเทพมหานคร","รพ.รัฐบาล",,,
11532,"โรงพยาบาลโรงงานยาสูบ  กระทรวงการคลัง","PUB",3,"กรุงเทพมหานคร","รพ.รัฐบาล",,,
11477,"โรงพยาบาลทหารผ่านศึก  องค์การสงเคราะห์ทหารผ่านศึก",,,"กรุงเทพมหานคร","รพ.รัฐบาล",,,
"51535","สำนักงานเทศบาลตำบลภูเวียง","PUB",1,"ขอนแก่น","เทศบาล",,,
"51529","สำนักงานเทศบาลตำบลบ้านโตนด","PUB",1,"สุโขทัย","เทศบาล",,,
"51536","การไฟฟ้าส่วนภูมิภาคอำเภอศรีประจันต์","SEP",3,"สุพรรณบุรี","กฟภ.",,,
"51537","บริษัท กรุงเทพประกันชีวิต จำกัด(มหาชน)","PRI",3,"กรุงเทพมหานคร","ประกันสุขภาพเอกชน",,,
"50082","คลินิกหัวเฉียว",,,"สมุทรปราการ","คลินิก ตจว.",,,
11675,"คลินิกเวชกรรมอนันต์พัฒนา",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
21393,"เมดิโปรการแพทย์และสุขภาพ สาขาเมืองไทยภัทรคอมเพล็กซ์สหคลินิก",,,"กรุงเทพมหานคร","คลินิก กทม.",,,
12256,"สถาบันโรคทรวงอก ",,,"นนทบุรี","สถาบัน",,,
"50087","สำนักงานหลักประกันสุขภาพแห่งชาติ(สปสช.)ส่วนกลาง",,,"กรุงเทพมหานคร","สปสช.ตจว.",,,
94001,"โรงพยาบาลเวชประสิทธิ์",,,"ขอนแก่น","รพ.เอกชน",,,
"50088","สำนักงานสาธารณสุขจังหวัดนนทบุรี",,,"นนทบุรี","สสจ.",,,
"50089","สำนักงานสาธารณสุขจังหวัดปทุมธานี",,,"ปทุมธานี","สสจ.",,,
"50090","สำนักงานสาธารณสุขจังหวัดพระนครศรีอยุธยา",,,"พระนครศรีอยุธยา","สสจ.",,,
"50091","สำนักงานสาธารณสุขจังหวัดสมุทรปราการ",,,"สมุทรปราการ","สสจ.",,,
"50092","สำนักงานสาธารณสุขจังหวัดสมุทรสงคราม",,,"สมุทรสงคราม","สสจ.",,,
"50093","สำนักงานสาธารณสุขจังหวัดสมุทรสาคร",,,"สมุทรสาคร","สสจ.",,,
"50094","สำนักงานสาธารณสุขจังหวัดอ่างทอง",,,"อ่างทอง","สสจ.",,,
"50095","สำนักงานสาธารณสุขจังหวัดสุพรรณบุรี",,,"สุพรรณบุรี","สสจ.",,,
"50096","สำนักงานสาธารณสุขจังหวัดชัยนาท",,,"ชัยนาท","สสจ.",,,
"50097","สำนักงานสาธารณสุขจังหวัดนครนายก",,,"นครนายก","สสจ.",,,
"50098","สำนักงานสาธารณสุขจังหวัดลพบุรี",,,"ลพบุรี","สสจ.",,,
"50099","สำนักงานสาธารณสุขจังหวัดสระบุรี",,,"สระบุรี","สสจ.",,,
"50100","สำนักงานสาธารณสุขจังหวัดสิงห์บุรี",,,"สิงห์บุรี","สสจ.",,,
"50101","สำนักงานสาธารณสุขจังหวัดจันทบุรี",,,"จันทบุรี","สสจ.",,,
"50102","สำนักงานสาธารณสุขจังหวัดฉะเชิงเทรา",,,"ฉะเชิงเทรา","สสจ.",,,
"50103","สำนักงานสาธารณสุขจังหวัดชลบุรี",,,"ชลบุรี","สสจ.",,,
"50104","สำนักงานสาธารณสุขจังหวัดตราด",,,"ตราด","สสจ.",,,
"50105","สำนักงานสาธารณสุขจังหวัดปราจีนบุรี",,,"ปราจีนบุรี","สสจ.",,,
"50106","สำนักงานสาธารณสุขจังหวัดระยอง",,,"ระยอง","สสจ.",,,
"50107","สำนักงานสาธารณสุขจังหวัดสระแก้ว",,,"สระแก้ว","สสจ.",,,
"50108","สำนักงานสาธารณสุขจังหวัดกาญจนบุรี",,,"กาญจนบุรี","สสจ.",,,
"50109","สำนักงานสาธารณสุขจังหวัดนครปฐม",,,"นครปฐม","สสจ.",,,
"50110","สำนักงานสาธารณสุขจังหวัดประจวบคีรีขันธ์",,,"ประจวบคีรีขันธ์","สสจ.",,,
"50111","สำนักงานสาธารณสุขจังหวัดเพชรบุรี",,,"เพชรบุรี","สสจ.",,,
"50112","สำนักงานสาธารณสุขจังหวัดราชบุรี",,,"ราชบุรี","สสจ.",,,
"50113","สำนักงานสาธารณสุขจังหวัดชัยภูมิ",,,"ชัยภูมิ","สสจ.",,,
"50114","สำนักงานสาธารณสุขจังหวัดนครราชสีมา",,,"นครราชสีมา","สสจ.",,,
"50115","สำนักงานสาธารณสุขจังหวัดบุรีรัมย์",,,"บุรีรัมย์","สสจ.",,,
"50116","สำนักงานสาธารณสุขจังหวัดมหาสารคาม",,,"มหาสารคาม","สสจ.",,,
"50117","สำนักงานสาธารณสุขจังหวัดสุรินทร์",,,"สุรินทร์","สสจ.",,,
"50118","สำนักงานสาธารณสุขจังหวัดสกลนคร",,,"สกลนคร","สสจ.",,,
"50119","สำนักงานสาธารณสุขจังหวัดกาฬสินธุ์",,,"กาฬสินธุ์","สสจ.",,,
"50120","สำนักงานสาธารณสุขจังหวัดขอนแก่น",,,"ขอนแก่น","สสจ.",,,
"50121","สำนักงานสาธารณสุขจังหวัดน่าน",,,"น่าน","สสจ.",,,
"50122","สำนักงานสาธารณสุขจังหวัดเลย",,,"เลย","สสจ.",,,
"50123","สำนักงานสาธารณสุขจังหวัดหนองคาย",,,"หนองคาย","สสจ.",,,
"50124","สำนักงานสาธารณสุขจังหวัดหนองบัวลำภู",,,"หนองบัวลำภู","สสจ.",,,
"50125","สำนักงานสาธารณสุขจังหวัดอุดรธานี",,,"อุดรธานี","สสจ.",,,
"50126","สำนักงานสาธารณสุขจังหวัดอุบลราชธานี",,,"อุบลราชธานี","สสจ.",,,
"50127","สำนักงานสาธารณสุขจังหวัดนครพนม",,,"นครพนม","สสจ.",,,
"50128","สำนักงานสาธารณสุขจังหวัดมุกดาหาร",,,"มุกดาหาร","สสจ.",,,
"50129","สำนักงานสาธารณสุขจังหวัดยโสธร",,,"ยโสธร","สสจ.",,,
"50130","สำนักงานสาธารณสุขจังหวัดร้อยเอ็ด",,,"ร้อยเอ็ด","สสจ.",,,
"50131","สำนักงานสาธารณสุขจังหวัดศรีสะเกษ",,,"ศรีสะเกษ","สสจ.",,,
"50132","สำนักงานสาธารณสุขจังหวัดอำนาจเจริญ",,,"อำนาจเจริญ","สสจ.",,,
"50133","สำนักงานสาธารณสุขจังหวัดตาก",,,"ตาก","สสจ.",,,
"50134","สำนักงานสาธารณสุขจังหวัดกำแพงเพชร",,,"กำแพงเพชร","สสจ.",,,
"50135","สำนักงานสาธารณสุขจังหวัดนครสวรรค์",,,"นครสวรรค์","สสจ.",,,
"50136","สำนักงานสาธารณสุขจังหวัดสุโขทัย",,,"สุโขทัย","สสจ.",,,
"50137","สำนักงานสาธารณสุขจังหวัดอุทัยธานี",,,"อุทัยธานี","สสจ.",,,
"50138","สำนักงานสาธารณสุขจังหวัดพิจิตร",,,"พิจิตร","สสจ.",,,
"50139","สำนักงานสาธารณสุขจังหวัดพิษณุโลก",,,"พิษณุโลก","สสจ.",,,
"50140","สำนักงานสาธารณสุขจังหวัดเพชรบูรณ์",,,"เพชรบูรณ์","สสจ.",,,
"50141","สำนักงานสาธารณสุขจังหวัดแพร่",,,"แพร่","สสจ.",,,
"50142","สำนักงานสาธารณสุขจังหวัดอุตรดิตถ์",,,"อุตรดิตถ์","สสจ.",,,
"50143","สำนักงานสาธารณสุขจังหวัดเชียงราย",,,"เชียงราย","สสจ.",,,
"50144","สำนักงานสาธารณสุขจังหวัดเชียงใหม่",,,"เชียงใหม่","สสจ.",,,
"50145","สำนักงานสาธารณสุขจังหวัดพะเยา",,,"พะเยา","สสจ.",,,
"50146","สำนักงานสาธารณสุขจังหวัดแม่ฮ่องสอน",,,"แม่ฮ่องสอน","สสจ.",,,
"50147","สำนักงานสาธารณสุขจังหวัดลำปาง",,,"ลำปาง","สสจ.",,,
"50148","สำนักงานสาธารณสุขจังหวัดลำพูน",,,"ลำพูน","สสจ.",,,
"50149","สำนักงานสาธารณสุขจังหวัดกระบี่",,,"กระบี่","สสจ.",,,
"50150","สำนักงานสาธารณสุขจังหวัดชุมพร",,,"ชุมพร","สสจ.",,,
"50151","สำนักงานสาธารณสุขจังหวัดนครศรีธรรมราช",,,"นครศรีธรรมราช","สสจ.",,,
"50152","สำนักงานสาธารณสุขจังหวัดพังงา",,,"พังงา","สสจ.",,,
"50153","สำนักงานสาธารณสุขจังหวัดภูเก็ต",,,"ภูเก็ต","สสจ.",,,
"50154","สำนักงานสาธารณสุขจังหวัดระนอง",,,"ระนอง","สสจ.",,,
"50155","สำนักงานสาธารณสุขจังหวัดสุราษฎร์ธานี",,,"สุราษฎร์ธานี","สสจ.",,,
"50156","สำนักงานสาธารณสุขจังหวัดตรัง",,,"ตรัง","สสจ.",,,
"50157","สำนักงานสาธารณสุขจังหวัดนราธิวาส",,,"นราธิวาส","สสจ.",,,
"50158","สำนักงานสาธารณสุขจังหวัดพัทลุง",,,"พัทลุง","สสจ.",,,
"50159","สำนักงานสาธารณสุขจังหวัดปัตตานี",,,"ปัตตานี","สสจ.",,,
"50160","สำนักงานสาธารณสุขจังหวัดยะลา",,,"ยะลา","สสจ.",,,
"50161","สำนักงานสาธารณสุขจังหวัดสงขลา",,,"สงขลา","สสจ.",,,
"50162","สำนักงานสาธารณสุขจังหวัดสตูล",,,"สตูล","สสจ.",,,
"50163","สำนักงานสาธารณสุขอำเภอชะอวด",,,"นครศรีธรรมราช","สสจ.",,,
"50164","สำนักงานประกันสังคมเขตพื้นที่ 1 (พระนคร)",,,"กรุงเทพมหานคร","สปส.",,,
"50165","สำนักงานประกันสังคมเขตพื้นที่ 2 (ประชาชื่น)",,,"กรุงเทพมหานคร","สปส.",,,
"50166","สำนักงานประกันสังคมเขตพื้นที่ 3 (ดินแดง)",,,"กรุงเทพมหานคร","สปส.",,,
"50167","สำนักงานประกันสังคมเขตพื้นที่ 4 (สีลม)",,,"กรุงเทพมหานคร","สปส.",,,
"50168","สำนักงานประกันสังคมเขตพื้นที่ 5 (ท่าพระ)",,,"กรุงเทพมหานคร","สปส.",,,
"50169","สำนักงานประกันสังคมเขตพื้นที่ 6 อาคารศูนย์การค้าฟิวเจอร์พาร์คบางแค",,,"กรุงเทพมหานคร","สปส.",,,
"50170","สำนักงานประกันสังคมเขตพื้นที่ 7 (บางขุนเทียน)",,,"กรุงเทพมหานคร","สปส.",,,
"50171","สำนักงานประกันสังคมเขตพื้นที่ 8 (คลองเตย)",,,"กรุงเทพมหานคร","สปส.",,,
"50172","สำนักงานประกันสังคมเขตพื้นที่ 9 (สุขาภิบาล 1)",,,"กรุงเทพมหานคร","สปส.",,,
"50173","สำนักงานประกันสังคมเขตพื้นที่ 10",,,"กรุงเทพมหานคร","สปส.",,,
"50174","สำนักงานประกันสังคมเขตพื้นที่ 11",,,"กรุงเทพมหานคร","สปส.",,,
"50175","สำนักงานประกันสังคมจังหวัดกาญจนบุรี",,,"กาญจนบุรี","สปส.",,,
"50176","สำนักงานประกันสังคมจังหวัดชัยนาท",,,"ชัยนาท","สปส.",,,
"50177","สำนักงานประกันสังคมจังหวัดนครนายก",,,"นครนายก","สปส.",,,
"50178","สำนักงานประกันสังคมจังหวัดนครปฐม",,,"นครปฐม","สปส.",,,
"50179","สำนักงานประกันสังคมจังหวัดนนทบุรี",,,"นนทบุรี","สปส.",,,
"50180","สำนักงานประกันสังคมจังหวัดปทุมธานี",,,"ปทุมธานี","สปส.",,,
"50181","สำนักงานประกันสังคมจังหวัดพระนครศรีอยุธยา",,,"พระนครศรีอยุธยา","สปส.",,,
"50182","สำนักงานประกันสังคมจังหวัดเพชรบุรี",,,"เพชรบุรี","สปส.",,,
"50183","สำนักงานประกันสังคมจังหวัดราชบุรี",,,"ราชบุรี","สปส.",,,
"50184","สำนักงานประกันสังคมจังหวัดราชบุรี สาขาบ้านโป่ง",,,"ราชบุรี","สปส.",,,
"50185","สำนักงานประกันสังคมจังหวัดลพบุรี",,,"ลพบุรี","สปส.",,,
"50186","สำนักงานประกันสังคมจังหวัดสิงห์บุรี",,,"สิงห์บุรี","สปส.",,,
"50187","สำนักงานประกันสังคมจังหวัดสุพรรณบุรี",,,"สุพรรณบุรี","สปส.",,,
"50188","สำนักงานประกันสังคมจังหวัดสระบุรี",,,"สระบุรี","สปส.",,,
"50189","สำนักงานประกันสังคมจังหวัดสระบุรี สาขาหนองแค",,,"สระบุรี","สปส.",,,
"50190","สำนักงานประกันสังคมจังหวัดสระแก้ว",,,"สระแก้ว","สปส.",,,
"50191","สำนักงานประกันสังคมจังหวัดสมุทรสงคราม",,,"สมุทรสงคราม","สปส.",,,
"50192","สำนักงานประกันสังคมจังหวัดสมุทรสาคร",,,"สมุทรสาคร","สปส.",,,
"50193","สำนักงานประกันสังคมจังหวัดสมุทรสาคร สาขากระทุ่มแบน",,,"สมุทรสาคร","สปส.",,,
"50194","สำนักงานประกันสังคมจังหวัดสมุทรปราการ",,,"สมุทรปราการ","สปส.",,,
"50195","สำนักงานประกันสังคมจังหวัดสมุทรปราการ สาขาบางพลี",,,"สมุทรปราการ","สปส.",,,
"50196","สำนักงานประกันสังคมจังหวัดสมุทรปราการ สาขาพระประแดง",,,"สมุทรปราการ","สปส.",,,
"50197","สำนักงานประกันสังคมจังหวัดอ่างทอง",,,"อ่างทอง","สปส.",,,
"50198","สำนักงานประกันสังคมจังหวัดอุทัยธานี",,,"อุทัยธานี","สปส.",,,
"50199","สำนักงานประกันสังคมจังหวัดกำแพงเพชร",,,"กำแพงเพชร","สปส.",,,
"50200","สำนักงานประกันสังคมจังหวัดเชียงราย",,,"เชียงราย","สปส.",,,
"50201","สำนักงานประกันสังคมจังหวัดเชียงใหม่",,,"เชียงใหม่","สปส.",,,
"50202","สำนักงานประกันสังคมจังหวัดตาก",,,"ตาก","สปส.",,,
"50203","สำนักงานประกันสังคมจังหวัดนครสวรรค์",,,"นครสวรรค์","สปส.",,,
